Date;SE1 [MWh];SE2 [MWh];SE3 [MWh];SE4 [MWh]
2017-09-08;27885;60358;17646;2415
2017-09-09;34880;78870;27101;4096
2017-09-10;65375;101274;24489;2666
2017-09-11;61349;103809;26747;2576
2017-09-12;85621;114255;27927;2928
2017-09-13;98585;117763;30626;3986
2017-09-14;94380;114226;30250;3290
2017-09-15;81010;105473;25677;3914
2017-09-16;64600;95477;23085;3296
2017-09-17;56797;88152;20734;3115
2017-09-18;48874;86311;20990;2861
2017-09-19;42990;78617;18440;4083
2017-09-20;38805;76690;16424;3295
2017-09-21;38951;71829;15247;2975
2017-09-22;33915;67420;16687;3322
2017-09-23;31948;63300;14133;2886
2017-09-24;29563;58900;12987;2515
2017-09-25;27507;54441;11999;2309
2017-09-26;25699;50670;11105;2010
2017-09-27;24080;47327;10396;1752
2017-09-28;22729;44471;9749;1534
2017-09-29;21640;42066;9249;1351
2017-09-30;20798;40028;9118;1198
2017-10-01;21935;39353;9100;1131
2017-10-02;35273;77316;22778;2674
2017-10-03;54550;95704;15310;2122
2017-10-04;67334;112726;16826;3853
2017-10-05;61376;108843;13575;2758
2017-10-06;65671;103342;13301;2511
2017-10-07;56292;92436;14369;2763
2017-10-08;48037;81261;13037;2281
2017-10-09;41892;73779;12255;1971
2017-10-10;42054;71102;12603;2356
2017-10-11;37674;84453;22118;2736
2017-10-12;35325;124612;24279;2587
2017-10-13;45081;130516;26389;2481
2017-10-14;39997;137038;23255;2408
2017-10-15;56935;150827;24317;2188
2017-10-16;88319;155212;24644;2018
2017-10-17;85095;157765;28841;1864
2017-10-18;76688;142790;24453;1712
2017-10-19;62527;122724;23145;1587
2017-10-20;51086;104821;21541;1859
2017-10-21;43704;91099;21046;1723
2017-10-22;39232;81815;22190;4131
2017-10-23;34501;74300;17476;2619
2017-10-24;33478;80453;28451;4682
2017-10-25;35373;82074;26554;5548
2017-10-26;28824;75640;21496;5742
2017-10-27;35785;99082;22401;5204
2017-10-28;28658;92510;20997;5699
2017-10-29;30549;85984;19762;4942
2017-10-30;25904;82559;18394;4238
2017-10-31;26559;83471;17643;3683
2017-11-01;32029;93691;18562;4135
2017-11-02;25236;85927;16651;3261
2017-11-03;31776;83376;16164;3148
2017-11-04;25608;80321;16969;2841
2017-11-05;38526;107250;19181;2652
2017-11-06;24127;84328;18338;2342
2017-11-07;22159;75941;17580;2144
2017-11-08;22474;74370;17222;2015
2017-11-09;24402;77337;19814;2062
2017-11-10;20254;69701;22694;3394
2017-11-11;19486;66407;19590;2486
2017-11-12;20038;62386;18164;2383
2017-11-13;20019;59483;17076;2295
2017-11-14;17098;57947;17248;2596
2017-11-15;18713;61517;15465;2186
2017-11-16;21719;62244;16826;2884
2017-11-17;24545;51171;15590;2791
2017-11-18;16405;47536;18379;3382
2017-11-19;15011;45101;15096;3355
2017-11-20;18735;43359;13469;2938
2017-11-21;20922;45263;13174;2956
2017-11-22;21573;75092;26801;3631
2017-11-23;45649;71127;16903;3439
2017-11-24;16896;44335;16438;3507
2017-11-25;14443;43495;17184;3249
2017-11-26;17422;43537;20055;4275
2017-11-27;16000;40903;21934;5080
2017-11-28;14709;39548;24436;5471
2017-11-29;12549;41368;22588;5013
2017-11-30;12410;39723;19000;4971
2017-12-01;18110;42370;17216;4583
2017-12-02;18142;46226;16440;4439
2017-12-03;13583;40465;15546;4026
2017-12-04;16513;39865;14610;3528
2017-12-05;16695;38997;14651;4083
2017-12-06;11726;38711;17783;4154
2017-12-07;29533;56381;16061;4885
2017-12-08;25015;42223;15165;4841
2017-12-09;28209;37419;14974;4947
2017-12-10;17645;36553;16125;4738
2017-12-11;12330;33325;14049;5901
2017-12-12;12908;33558;13151;4857
2017-12-13;14567;32589;14862;5041
2017-12-14;16636;36187;14433;6862
2017-12-15;13582;32164;13015;6037
2017-12-16;17498;29418;15168;5351
2017-12-17;12812;30902;11647;4735
2017-12-18;10155;31030;11891;4281
2017-12-19;26294;37417;11221;3747
2017-12-20;11769;32929;11128;3523
2017-12-21;20029;42275;10893;3209
2017-12-22;15592;41266;12130;3543
2017-12-23;12469;33919;11305;3410
2017-12-24;22181;29131;10768;4977
2017-12-25;10090;29028;15246;5489
2017-12-26;9169;43912;15582;6803
2017-12-27;9301;31750;16479;6595
2017-12-28;9401;42805;16803;6266
2017-12-29;18099;40244;15026;5939
2017-12-30;10801;26077;17027;5701
2017-12-31;11040;30486;19174;6973
2018-01-01;17777;37970;16061;7728
2018-01-02;16506;29362;14804;6818
2018-01-03;10464;25325;17976;7130
2018-01-04;8445;34110;21230;6624
2018-01-05;9610;27030;15780;6074
2018-01-06;11917;26846;14751;5395
2018-01-07;11281;37812;13871;4765
2018-01-08;18517;29595;13137;4202
2018-01-09;13676;21989;12473;3747
2018-01-10;7433;21258;14477;4661
2018-01-11;7487;20820;11621;3733
2018-01-12;7378;20477;11416;3550
2018-01-13;6893;20255;10877;3349
2018-01-14;8031;20502;10437;3136
2018-01-15;12078;25774;14487;3518
2018-01-16;12534;35086;14388;3491
2018-01-17;9070;24779;13330;3108
2018-01-18;8890;21625;11734;2882
2018-01-19;8371;20792;9817;2719
2018-01-20;7985;19259;9996;2720
2018-01-21;7125;18402;9241;2436
2018-01-22;6687;18565;9033;2309
2018-01-23;9415;24200;14067;3112
2018-01-24;22159;33346;12108;3560
2018-01-25;9420;21890;11381;3348
2018-01-26;6934;20344;11862;3459
2018-01-27;6812;19540;15655;4472
2018-01-28;7041;22625;12231;4615
2018-01-29;7525;25673;15566;5713
2018-01-30;7279;19367;13061;5142
2018-01-31;8168;34912;18513;6235
2018-02-01;6238;23861;15897;5923
2018-02-02;6003;18255;13394;5502
2018-02-03;5674;17427;12458;5365
2018-02-04;5616;16649;11425;4505
2018-02-05;5303;17176;11003;4028
2018-02-06;5979;16433;10439;3659
2018-02-07;5578;16453;10551;3370
2018-02-08;5084;15527;9586;3027
2018-02-09;6634;15832;9217;2813
2018-02-10;5599;15641;9011;2629
2018-02-11;5349;16935;10399;2732
2018-02-12;6886;22833;11998;2922
2018-02-13;6119;15817;8513;2642
2018-02-14;5002;14064;8388;2513
2018-02-15;4504;13854;9970;2675
2018-02-16;4642;15691;9231;2602
2018-02-17;5075;16121;7924;2402
2018-02-18;4753;14234;12420;2458
2018-02-19;5039;14023;8691;2673
2018-02-20;4945;13949;7833;2408
2018-02-21;4345;13865;7588;2249
2018-02-22;4578;15421;7351;2126
2018-02-23;5626;23051;7244;2046
2018-02-24;4453;26077;7974;1975
2018-02-25;4042;12417;6873;1910
2018-02-26;4235;12407;6842;1854
2018-02-27;3940;11991;6991;1855
2018-02-28;3851;11532;6489;1771
2018-03-01;3738;11637;5851;1738
2018-03-02;4106;11690;5730;1699
2018-03-03;5552;15035;5754;1631
2018-03-04;5593;15253;6002;1536
2018-03-05;4823;19439;6810;2035
2018-03-06;7833;19992;5372;1442
2018-03-07;6151;17366;5181;1794
2018-03-08;4979;16307;8743;1877
2018-03-09;6769;16882;5961;1632
2018-03-10;4864;13157;5096;1569
2018-03-11;4467;13755;13881;1662
2018-03-12;6060;28927;7179;2306
2018-03-13;3916;11971;4805;1902
2018-03-14;3413;11723;4952;1853
2018-03-15;3360;11298;5076;1803
2018-03-16;3250;11115;5019;1763
2018-03-17;10630;14128;4867;1694
2018-03-18;8096;23521;4659;1624
2018-03-19;6795;14014;4395;1628
2018-03-20;10790;17153;4495;1528
2018-03-21;9071;14269;5000;1735
2018-03-22;3872;11959;5339;1488
2018-03-23;5847;14920;5627;1467
2018-03-24;8196;23649;5826;1451
2018-03-25;4388;16188;6223;1434
2018-03-26;4626;12670;5939;1878
2018-03-27;5251;12343;6076;1880
2018-03-28;4729;11977;5851;1516
2018-03-29;4805;11684;5638;1504
2018-03-30;5255;11347;5383;1472
2018-03-31;5183;10989;5182;1433
2018-04-01;3471;10677;5043;1395
2018-04-02;3037;10355;4825;1364
2018-04-03;3171;11687;6488;1669
2018-04-04;9982;22633;12163;2552
2018-04-05;5647;31832;12096;2195
2018-04-06;5228;12500;9695;2191
2018-04-07;4563;10914;10949;2468
2018-04-08;5324;12539;15124;2752
2018-04-09;3608;10916;17468;2919
2018-04-10;3466;10653;15241;2970
2018-04-11;2949;10390;14940;2893
2018-04-12;2796;10681;14452;2684
2018-04-13;2710;10848;14750;2441
2018-04-14;2661;11999;16236;2340
2018-04-15;2589;15678;18151;2129
2018-04-16;2548;23545;19676;1997
2018-04-17;2567;39451;23454;1881
2018-04-18;3142;66390;29179;1755
2018-04-19;13912;100040;38299;1630
2018-04-20;12624;164530;52063;1513
2018-04-21;19876;203025;64544;1416
2018-04-22;22650;219918;74614;1402
2018-04-23;32627;269433;87589;1559
2018-04-24;36489;292629;89712;1540
2018-04-25;35506;288881;89878;1282
2018-04-26;39991;273702;88938;1372
2018-04-27;44018;267267;86880;1428
2018-04-28;47364;270333;83823;1355
2018-04-29;53430;267198;81358;1142
2018-04-30;50067;256327;90583;1456
2018-05-01;49852;247503;86630;1536
2018-05-02;47682;237387;83233;1180
2018-05-03;48167;276507;93089;1309
2018-05-04;48089;313628;92167;1069
2018-05-05;56080;379645;101207;991
2018-05-06;71726;459043;113693;914
2018-05-07;89671;504380;121704;840
2018-05-08;90486;531641;125325;767
2018-05-09;108715;604560;127911;708
2018-05-10;150914;711877;126754;1066
2018-05-11;258527;846513;128534;742
2018-05-12;310657;886942;117489;625
2018-05-13;311869;863376;105573;560
2018-05-14;312602;846162;93709;519
2018-05-15;318400;827538;81466;478
2018-05-16;316946;759157;71172;442
2018-05-17;291663;637224;61433;510
2018-05-18;245600;521800;52215;370
2018-05-19;205192;438682;45119;338
2018-05-20;190644;394010;39399;303
2018-05-21;186679;372512;34764;272
2018-05-22;184777;343808;31132;240
2018-05-23;169375;305198;28016;207
2018-05-24;149537;277145;25342;177
2018-05-25;144128;260002;22984;146
2018-05-26;144810;237436;20912;322
2018-05-27;135314;215533;19262;265
2018-05-28;131018;205766;20631;73
2018-05-29;142492;192465;16141;42
2018-05-30;140760;172856;14992;10
2018-05-31;131574;162860;13900;-16
2018-06-01;132930;148867;13628;-14
2018-06-02;129522;130729;12281;-39
2018-06-03;124999;117069;11212;-66
2018-06-04;108344;104225;10228;-83
2018-06-05;86959;91681;9705;-105
2018-06-06;82430;83410;9127;-119
2018-06-07;65262;75955;8585;-137
2018-06-08;58149;68740;8097;-158
2018-06-09;55933;64421;8134;-177
2018-06-10;57961;60890;11913;-55
2018-06-11;58752;57568;12128;-11
2018-06-12;57250;53709;8000;-208
2018-06-13;52318;50463;9001;657
2018-06-14;60160;65448;8999;-90
2018-06-15;71281;66081;6709;-243
2018-06-16;75601;60161;8085;-73
2018-06-17;82796;84336;18342;341
2018-06-18;113113;107938;9428;-84
2018-06-19;195502;116325;7872;-272
2018-06-20;182511;108786;12972;394
2018-06-21;167922;98995;17205;180
2018-06-22;144397;88322;8242;-212
2018-06-23;136450;74797;7324;-281
2018-06-24;138318;64634;6444;-237
2018-06-25;120970;56900;5760;-302
2018-06-26;105058;51178;5329;-315
2018-06-27;94982;50383;4809;-328
2018-06-28;87466;66950;5584;-341
2018-06-29;72300;54738;4261;-351
2018-06-30;62281;49271;4054;-357
2018-07-01;57448;46181;3737;-264
2018-07-02;57769;42730;3241;-270
2018-07-03;69412;39198;3027;-278
2018-07-04;63561;35808;2773;-285
2018-07-05;57105;32973;2541;-291
2018-07-06;53549;30313;4165;-297
2018-07-07;49114;28068;2614;-151
2018-07-08;45107;34733;2763;-309
2018-07-09;42033;28315;3480;194
2018-07-10;39724;25774;1972;-314
2018-07-11;38840;24665;2302;-319
2018-07-12;38589;25976;2339;-324
2018-07-13;38608;24017;2766;-202
2018-07-14;34861;24659;2837;-333
2018-07-15;31774;19945;1854;-338
2018-07-16;29738;18599;1792;-341
2018-07-17;28673;17215;2224;68
2018-07-18;39218;25799;3285;80
2018-07-19;58908;19967;2314;-355
2018-07-20;54826;19886;1846;-354
2018-07-21;55063;35745;1538;-362
2018-07-22;46333;26485;1313;-364
2018-07-23;38794;24461;1175;-366
2018-07-24;72193;41974;852;-372
2018-07-25;93955;50471;939;-377
2018-07-26;77649;34714;800;-385
2018-07-27;59690;28998;639;-390
2018-07-28;46280;44469;6052;133
2018-07-29;57897;67826;5772;-398
2018-07-30;54868;52667;5673;-403
2018-07-31;70478;63129;3827;-408
2018-08-01;68975;56063;3843;-162
2018-08-02;96269;62522;2940;-329
2018-08-03;99101;62240;4753;-160
2018-08-04;79414;59719;4688;-331
2018-08-05;73129;89918;5481;-332
2018-08-06;53522;71423;3946;-319
2018-08-07;42472;61274;3083;-333
2018-08-08;46874;78941;5903;199
2018-08-09;60169;65755;7699;418
2018-08-10;96803;111167;4969;-322
2018-08-11;105706;101116;10704;1307
2018-08-12;96355;92369;6417;-242
2018-08-13;75487;75644;4931;145
2018-08-14;57391;62940;7274;1
2018-08-15;51033;58258;4372;-316
2018-08-16;64049;76958;4750;-324
2018-08-17;66638;79558;4491;-125
2018-08-18;72007;113793;6140;-207
2018-08-19;86827;108943;4617;1176
2018-08-20;82724;97970;4554;-205
2018-08-21;69480;81248;3539;-301
2018-08-22;57599;95666;5165;-316
2018-08-23;47222;86076;14609;-42
2018-08-24;61068;122940;6130;161
2018-08-25;72606;110308;6483;434
2018-08-26;61331;100616;7766;-47
2018-08-27;55773;102959;6393;1012
2018-08-28;48001;90494;4687;0
2018-08-29;43754;96873;5306;-212
2018-08-30;53818;95248;8576;959
2018-08-31;45164;79504;6325;912
2018-09-01;41706;70403;4772;150
2018-09-02;37267;61061;4519;4
2018-09-03;36780;55626;4165;-44
2018-09-04;33095;50145;3944;-106
2018-09-05;29416;46514;3909;-155
2018-09-06;27817;42490;3588;-175
2018-09-07;26493;38929;6985;1056
2018-09-08;23460;41054;6928;55
2018-09-09;23578;37666;5876;-88
2018-09-10;30028;56008;13052;36
2018-09-11;32470;58391;15821;670
2018-09-12;28688;71545;9554;97
2018-09-13;38866;68786;9278;17
2018-09-14;35560;84900;12598;664
2018-09-15;73401;85644;8193;340
2018-09-16;67056;88771;13122;285
2018-09-17;61070;81946;9211;17
2018-09-18;52559;82574;8658;-29
2018-09-19;74490;89713;8523;-9
2018-09-20;89630;92352;10304;629
2018-09-21;109378;121055;13106;937
2018-09-22;121123;140360;10731;967
2018-09-23;117557;158957;10658;435
2018-09-24;101376;151856;10023;250
2018-09-25;91555;205298;10939;173
2018-09-26;84731;249784;10280;313
2018-09-27;68334;230417;15728;297
2018-09-28;55328;190512;9043;94
2018-09-29;50124;181607;9580;101
2018-09-30;42922;158101;9010;173
2018-10-01;48351;139356;8348;297
2018-10-02;46740;118836;17026;1135
2018-10-03;38054;101777;8950;339
2018-10-04;39727;106045;9126;708
2018-10-05;43809;114911;8372;751
2018-10-06;31265;106696;8135;1173
2018-10-07;28381;94822;8362;546
2018-10-08;30857;92337;10108;735
2018-10-09;35456;93264;7334;500
2018-10-10;34397;89454;6793;431
2018-10-11;37152;84059;6699;371
2018-10-12;42426;79582;6401;324
2018-10-13;52328;85697;6003;290
2018-10-14;73405;91780;5779;273
2018-10-15;75872;91681;7905;264
2018-10-16;70525;81066;6479;255
2018-10-17;61888;80119;6272;242
2018-10-18;76488;81172;5858;229
2018-10-19;73114;78629;5688;218
2018-10-20;73394;89194;5705;213
2018-10-21;72878;106085;6717;435
2018-10-22;72715;106386;9978;1647
2018-10-23;61110;98724;6717;1246
2018-10-24;51887;90108;6324;835
2018-10-25;41417;78995;6095;706
2018-10-26;36473;68150;6372;3192
2018-10-27;31379;60620;6383;1617
2018-10-28;28027;55215;5771;1409
2018-10-29;25494;51636;10139;1390
2018-10-30;37577;81001;17465;1352
2018-10-31;38869;64016;9977;1334
2018-11-01;22465;57299;10271;1074
2018-11-02;33589;88846;12986;988
2018-11-03;24722;76824;11496;877
2018-11-04;28015;75268;11684;786
2018-11-05;27440;72347;11504;745
2018-11-06;26733;67527;11556;669
2018-11-07;26860;64181;11711;633
2018-11-08;24417;62364;11301;695
2018-11-09;27498;68285;13691;699
2018-11-10;27636;83261;19671;647
2018-11-11;31503;111066;32042;1065
2018-11-12;38962;138591;29557;1202
2018-11-13;34796;136790;30944;1007
2018-11-14;34127;125689;27392;800
2018-11-15;36165;115868;24140;778
2018-11-16;44118;110368;21506;754
2018-11-17;44666;102469;19332;732
2018-11-18;42292;92959;17514;717
2018-11-19;38862;83326;16228;739
2018-11-20;32828;75219;15022;698
2018-11-21;29207;68766;13790;672
2018-11-22;26870;63770;12749;662
2018-11-23;27877;60174;12100;654
2018-11-24;27792;55719;11253;621
2018-11-25;24355;54781;10498;592
2018-11-26;20212;50155;10047;572
2018-11-27;20032;47435;9590;551
2018-11-28;18371;45484;9406;539
2018-11-29;17607;44985;14671;1431
2018-11-30;17655;42620;10284;898
2018-12-01;17064;43365;11010;876
2018-12-02;21488;51760;20120;1646
2018-12-03;27157;67695;19911;1644
2018-12-04;31617;63914;20792;1262
2018-12-05;18160;56091;18394;1197
2018-12-06;17824;49244;23557;1732
2018-12-07;19223;50927;23578;2248
2018-12-08;27538;76821;22064;3466
2018-12-09;26110;58029;17812;2682
2018-12-10;17577;48240;18921;2643
2018-12-11;14146;41463;16298;2449
2018-12-12;13461;39663;15510;2224
2018-12-13;13047;38189;14298;2002
2018-12-14;12455;36728;13688;1771
2018-12-15;12428;35908;13018;1622
2018-12-16;12566;37428;16098;1691
2018-12-17;12606;40643;12581;1396
2018-12-18;12742;34282;12114;1355
2018-12-19;13483;37229;12378;1408
2018-12-20;12821;35568;11855;1302
2018-12-21;10903;32077;10730;1358
2018-12-22;10454;30133;10421;1207
2018-12-23;15311;31269;9977;1177
2018-12-24;15536;39682;9610;1147
2018-12-25;20199;37029;9484;1124
2018-12-26;15326;36786;9771;1185
2018-12-27;14558;35951;10512;1136
2018-12-28;11627;43710;8563;1115
2018-12-29;14939;45966;8705;1579
2018-12-30;15223;39107;8637;1132
2018-12-31;23103;64248;8411;1503
2019-01-01;13081;40499;8324;1174
2019-01-02;11119;41432;8104;1172
2019-01-03;24833;49886;8065;1155
2019-01-04;10197;50152;8247;1132
2019-01-05;9458;52381;8041;1150
2019-01-06;11484;55303;7773;1090
2019-01-07;11798;56643;13976;1671
2019-01-08;13885;48067;10341;1595
2019-01-09;11852;48309;8590;1190
2019-01-10;22934;58880;8336;1240
2019-01-11;23012;54053;8073;1209
2019-01-12;11137;43614;7902;1385
2019-01-13;17868;50568;8409;1527
2019-01-14;9651;37741;7476;1261
2019-01-15;7992;34634;7695;1530
2019-01-16;8164;43687;14410;2468
2019-01-17;14133;36853;7227;1616
2019-01-18;10762;36148;7100;1580
2019-01-19;9120;34136;6979;1686
2019-01-20;8965;28711;6970;1590
2019-01-21;7070;27752;7631;1709
2019-01-22;9536;26500;6562;1444
2019-01-23;9159;29120;6382;1397
2019-01-24;11761;34395;6347;1360
2019-01-25;12890;28084;6350;1340
2019-01-26;10826;26811;6206;1588
2019-01-27;11210;24652;10295;2315
2019-01-28;10269;31701;9911;1514
2019-01-29;8962;23070;5839;1451
2019-01-30;7383;21949;5798;1274
2019-01-31;6892;21853;6745;1464
2019-02-01;7705;26406;11042;1311
2019-02-02;10168;30235;6689;1886
2019-02-03;10246;34497;6090;1283
2019-02-04;9840;21611;10731;2085
2019-02-05;6751;21494;6314;1808
2019-02-06;6014;23755;6224;2064
2019-02-07;6055;24100;10040;2668
2019-02-08;11629;24597;9417;4148
2019-02-09;16660;31056;10188;5436
2019-02-10;8965;20882;13217;5108
2019-02-11;10645;22605;11681;4885
2019-02-12;9676;30471;11934;4854
2019-02-13;15179;26909;10882;4497
2019-02-14;27284;34342;11234;4134
2019-02-15;14159;33788;12139;3799
2019-02-16;18974;37803;12617;3587
2019-02-17;18231;35962;12585;3360
2019-02-18;20409;34024;13155;3251
2019-02-19;20906;31264;13185;3276
2019-02-20;6334;28875;16152;4434
2019-02-21;6287;28476;15811;5258
2019-02-22;23287;31303;12940;4335
2019-02-23;7638;29534;12550;4016
2019-02-24;17710;49600;12334;3654
2019-02-25;20354;66574;12690;3280
2019-02-26;17758;85329;13425;2995
2019-02-27;25196;108486;13945;2764
2019-02-28;13354;103986;14082;2544
2019-03-01;28074;98518;12398;2312
2019-03-02;12303;80402;14964;2530
2019-03-03;10977;70650;16741;2733
2019-03-04;12686;60419;16516;3317
2019-03-05;15869;54593;12832;3356
2019-03-06;13804;52027;17427;4737
2019-03-07;14476;72177;19392;4700
2019-03-08;14299;53364;15580;4663
2019-03-09;15728;44979;15867;5487
2019-03-10;9413;41193;13046;4795
2019-03-11;8497;38541;12243;4319
2019-03-12;8493;41748;16124;4818
2019-03-13;12280;51740;14682;4721
2019-03-14;16956;40040;12024;5020
2019-03-15;8868;34411;12003;4643
2019-03-16;7780;35334;16567;6205
2019-03-17;10238;47705;19240;6417
2019-03-18;9043;31447;13904;5782
2019-03-19;8300;34820;13376;5255
2019-03-20;8322;35946;14312;4865
2019-03-21;15779;34806;15891;4348
2019-03-22;12941;37368;16723;3810
2019-03-23;17287;45725;18739;3390
2019-03-24;10146;35668;19686;3276
2019-03-25;8733;41197;19311;2866
2019-03-26;10151;36212;18604;2638
2019-03-27;10562;37047;18173;2394
2019-03-28;40815;58995;19346;2157
2019-03-29;28218;71568;22575;1968
2019-03-30;14530;74639;26817;1808
2019-03-31;15241;66437;26400;1671
2019-04-01;16626;59560;25545;1589
2019-04-02;11493;52593;24129;1476
2019-04-03;14786;49824;22707;1376
2019-04-04;9398;51213;22913;1294
2019-04-05;8257;51509;28319;1227
2019-04-06;10072;55673;24679;1166
2019-04-07;8944;50522;23690;1109
2019-04-08;7508;46191;22199;1060
2019-04-09;7179;44255;20880;1018
2019-04-10;6931;41966;19668;980
2019-04-11;6767;39789;18757;938
2019-04-12;6637;37827;17834;900
2019-04-13;6291;35928;17296;861
2019-04-14;6043;34411;16864;823
2019-04-15;5903;33543;16874;785
2019-04-16;5807;34097;17446;747
2019-04-17;6120;40611;18951;705
2019-04-18;8005;56692;21500;666
2019-04-19;10792;87013;24472;624
2019-04-20;15781;137500;29468;582
2019-04-21;25692;189449;36193;543
2019-04-22;36812;243450;45715;505
2019-04-23;49446;322790;54793;466
2019-04-24;70111;405246;61290;428
2019-04-25;90174;478788;68225;390
2019-04-26;107426;532127;73502;397
2019-04-27;119398;571160;78668;2035
2019-04-28;125968;576353;76094;947
2019-04-29;133089;560169;75496;621
2019-04-30;139272;528173;74255;589
