Date;SE1 [MWh];SE2 [MWh];SE3 [MWh];SE4 [MWh]
1989-10-19;14029;47386;4834;717
1989-10-20;13885;44817;6172;1012
1989-10-21;42527;74139;12129;2466
1989-10-22;24190;93729;10510;1738
1989-10-23;21587;103918;6094;2369
1989-10-24;20706;99855;8009;2358
1989-10-25;23704;98941;6793;2747
1989-10-26;21276;97960;5441;2309
1989-10-27;19651;89932;5243;2007
1989-10-28;17210;78634;6138;1794
1989-10-29;16499;70681;10648;2093
1989-10-30;14435;63670;8547;2102
1989-10-31;14132;58323;7908;1630
1989-11-01;16019;63562;8876;1673
1989-11-02;13521;55144;7776;1483
1989-11-03;14222;57540;11965;1596
1989-11-04;19235;55125;8883;1282
1989-11-05;18501;64497;9849;1217
1989-11-06;21241;60122;16381;2816
1989-11-07;22956;85401;20816;2055
1989-11-08;20388;67819;15547;1831
1989-11-09;19077;69916;16954;1808
1989-11-10;18025;68392;16984;1877
1989-11-11;27100;93750;20427;1587
1989-11-12;20226;101158;19825;1450
1989-11-13;19030;102720;18052;1317
1989-11-14;19313;93547;17055;1272
1989-11-15;22250;81339;15512;1131
1989-11-16;18173;73596;14282;1072
1989-11-17;17659;70269;13256;1016
1989-11-18;20844;65247;12285;979
1989-11-19;25169;61943;11556;949
1989-11-20;21970;56980;10976;927
1989-11-21;19333;56147;11945;993
1989-11-22;16225;50160;9698;945
1989-11-23;15244;47787;9170;879
1989-11-24;16405;48737;8852;858
1989-11-25;21151;48500;8853;987
1989-11-26;25041;54810;8247;806
1989-11-27;13965;42679;7905;805
1989-11-28;14867;41568;7481;757
1989-11-29;13781;41623;7357;749
1989-11-30;22643;55151;7140;719
1989-12-01;31292;76252;6963;717
1989-12-02;108596;132598;6738;672
1989-12-03;114301;164187;6657;656
1989-12-04;85455;132177;6247;639
1989-12-05;67190;125669;6196;628
1989-12-06;53534;97686;6096;612
1989-12-07;40625;81059;6198;594
1989-12-08;33229;69457;5837;572
1989-12-09;33203;86711;5778;578
1989-12-10;31813;73570;6066;861
1989-12-11;26540;65861;5487;592
1989-12-12;24503;58356;6006;1180
1989-12-13;20658;50077;5444;555
1989-12-14;19504;51209;5162;550
1989-12-15;17783;47176;4960;540
1989-12-16;18149;44519;9307;1679
1989-12-17;16806;51580;14333;1423
1989-12-18;29085;60110;6464;1637
1989-12-19;21205;47437;5561;2394
1989-12-20;22792;41503;6019;2459
1989-12-21;16003;42483;14418;5475
1989-12-22;15894;36582;9889;4760
1989-12-23;18231;40413;9781;4251
1989-12-24;14457;35141;7338;3840
1989-12-25;21375;34815;7247;3406
1989-12-26;14341;34347;7262;2913
1989-12-27;12174;32745;7519;2487
1989-12-28;13479;32507;7260;2156
1989-12-29;11925;31124;6942;1927
1989-12-30;12439;30643;6668;1730
1989-12-31;11713;29446;6600;1672
1990-01-01;11143;28256;6431;1487
1990-01-02;10701;28287;6291;1381
1990-01-03;10544;27892;6210;1303
1990-01-04;11885;27317;6761;1243
1990-01-05;13214;25651;5845;1198
1990-01-06;11507;29759;5940;1174
1990-01-07;20788;26842;6123;1219
1990-01-08;14082;31042;5776;1382
1990-01-09;17324;36132;5499;1275
1990-01-10;20909;34639;7778;1751
1990-01-11;25797;34649;7217;1526
1990-01-12;31545;44608;7091;1681
1990-01-13;17469;33421;5939;1807
1990-01-14;18964;28476;7048;1579
1990-01-15;27349;44035;9517;3069
1990-01-16;13276;33325;8609;3050
1990-01-17;15339;36564;7447;2958
1990-01-18;10409;26648;7642;2623
1990-01-19;13190;37047;9462;3151
1990-01-20;12519;27196;8460;3142
1990-01-21;9239;22842;7573;2823
1990-01-22;17398;31314;8876;3354
1990-01-23;18235;42146;14106;4883
1990-01-24;23938;38349;9856;4289
1990-01-25;9669;22352;14650;7389
1990-01-26;8896;22786;15443;10650
1990-01-27;9344;20494;11492;9761
1990-01-28;8721;32809;20515;10916
1990-01-29;9249;24949;12057;10041
1990-01-30;22596;35244;14242;9235
1990-01-31;20601;30555;16152;8150
1990-02-01;17827;29945;15507;7011
1990-02-02;9943;23530;18760;6636
1990-02-03;8782;23797;20686;7057
1990-02-04;8615;28877;20376;6438
1990-02-05;17403;41179;21508;5867
1990-02-06;16175;42975;24813;5381
1990-02-07;20099;81787;38585;10762
1990-02-08;16117;86398;38311;10674
1990-02-09;11023;80328;32519;9810
1990-02-10;15800;72014;31719;9440
1990-02-11;15326;59723;30028;8954
1990-02-12;13250;52758;27611;8172
1990-02-13;12059;54496;28100;7334
1990-02-14;11641;50795;25467;6017
1990-02-15;11661;44269;22728;5202
1990-02-16;9612;41079;21040;4477
1990-02-17;15127;51001;21681;4196
1990-02-18;16514;40936;18911;3572
1990-02-19;18649;45113;20697;4763
1990-02-20;12484;47852;20959;4222
1990-02-21;12436;47518;30074;4368
1990-02-22;28084;90720;25874;3943
1990-02-23;41020;132430;29258;3697
1990-02-24;24817;163189;51180;3674
1990-02-25;19293;149932;47706;3987
1990-02-26;31455;142877;57542;5926
1990-02-27;16056;112626;47646;5491
1990-02-28;15882;92194;42893;5153
1990-03-01;15057;83862;37085;4579
1990-03-02;16469;75914;32983;4082
1990-03-03;16641;78857;30335;3992
1990-03-04;19622;78252;28323;3888
1990-03-05;13096;68786;26454;3900
1990-03-06;13624;63289;24558;3311
1990-03-07;12966;69404;23273;3403
1990-03-08;19171;69128;25227;3177
1990-03-09;13503;55691;27150;3605
1990-03-10;11390;50908;22185;3263
1990-03-11;11568;51442;25608;3394
1990-03-12;10660;44940;20217;2994
1990-03-13;8580;41758;19290;2763
1990-03-14;12493;41304;18704;2534
1990-03-15;16691;49357;19090;2288
1990-03-16;9546;47350;21132;2060
1990-03-17;12433;59967;24549;1880
1990-03-18;9746;94344;30358;1735
1990-03-19;18245;144142;36062;1953
1990-03-20;10851;151016;37083;1588
1990-03-21;13906;145061;40551;1578
1990-03-22;14733;127537;37534;1619
1990-03-23;9298;116167;37619;2137
1990-03-24;16290;112273;35749;1820
1990-03-25;9367;94778;33172;1559
1990-03-26;8369;86385;30556;1447
1990-03-27;9139;83520;28238;1343
1990-03-28;10212;83633;26278;1250
1990-03-29;17246;89259;24390;1128
1990-03-30;17163;92822;23125;1042
1990-03-31;13660;89455;22934;975
1990-04-01;10581;80295;29416;983
1990-04-02;10052;82411;41209;970
1990-04-03;8096;78126;35361;1052
1990-04-04;7417;65865;30784;1097
1990-04-05;7160;64747;29435;850
1990-04-06;7244;58929;29837;865
1990-04-07;7231;54567;24921;787
1990-04-08;10659;60281;23288;753
1990-04-09;8539;54746;22342;718
1990-04-10;7709;53107;26047;1124
1990-04-11;6664;55823;24385;749
1990-04-12;6995;63505;24512;684
1990-04-13;8464;74645;26869;682
1990-04-14;12616;90758;34192;1065
1990-04-15;15452;117759;42619;939
1990-04-16;25153;157425;44549;948
1990-04-17;28534;172600;45736;788
1990-04-18;35501;179188;43277;637
1990-04-19;35924;172912;43908;842
1990-04-20;37465;174050;40688;557
1990-04-21;39291;182124;39746;506
1990-04-22;43158;201859;41108;464
1990-04-23;43224;220483;41323;430
1990-04-24;44354;239350;41367;396
1990-04-25;49207;268741;41381;426
1990-04-26;71640;326073;45594;755
1990-04-27;77446;317145;43314;530
1990-04-28;74361;287676;40033;329
1990-04-29;74125;288727;37065;295
1990-04-30;75345;319380;35050;260
1990-05-01;72916;327560;33854;282
1990-05-02;81742;355962;32844;251
1990-05-03;97865;395800;32255;222
1990-05-04;106037;407676;31250;192
1990-05-05;110299;417516;29645;164
1990-05-06;114188;419522;27466;139
1990-05-07;107499;385775;25148;112
1990-05-08;93623;335128;22920;87
1990-05-09;83049;304741;20941;113
1990-05-10;81614;288607;19209;64
1990-05-11;77309;261116;17617;1369
1990-05-12;72350;241450;16253;1134
1990-05-13;75107;244632;16736;1369
1990-05-14;86873;255108;14180;1014
1990-05-15;92118;241686;13221;351
1990-05-16;89388;210225;14146;1374
1990-05-17;86038;182381;11699;529
1990-05-18;79403;159682;11122;278
1990-05-19;70779;140380;10469;159
1990-05-20;63937;126584;10088;96
1990-05-21;59155;119218;11334;52
1990-05-22;57380;116175;9783;25
1990-05-23;59894;129058;13855;137
1990-05-24;70907;152327;14184;162
1990-05-25;90555;156794;12057;105
1990-05-26;98441;171494;11223;11
1990-05-27;108195;177039;11899;308
1990-05-28;119009;180291;10672;33
1990-05-29;120924;184140;10178;16
1990-05-30;129580;194301;9476;-45
1990-05-31;134710;216363;10244;458
1990-06-01;135387;225361;9996;-30
1990-06-02;140978;234737;9397;59
1990-06-03;156211;244214;8370;-62
1990-06-04;153736;249007;10570;40
1990-06-05;155004;253063;7863;29
1990-06-06;163980;258833;7304;157
1990-06-07;182189;262482;6947;386
1990-06-08;200459;259376;6403;-80
1990-06-09;209384;251512;6083;-115
1990-06-10;214057;242185;5602;-137
1990-06-11;215867;224291;6569;-154
1990-06-12;204439;196336;4788;-69
1990-06-13;182625;169693;4573;-84
1990-06-14;162853;149732;4799;14
1990-06-15;152219;136954;4594;-200
1990-06-16;151257;128861;6327;-158
1990-06-17;139002;120813;9253;203
1990-06-18;128889;114910;6103;-14
1990-06-19;123050;114767;12762;496
1990-06-20;129287;128147;27847;1042
1990-06-21;148618;128184;26078;1451
1990-06-22;163875;130512;25545;497
1990-06-23;178119;133865;25603;495
1990-06-24;187663;122833;22149;150
1990-06-25;219972;131512;19887;78
1990-06-26;221527;127577;17754;77
1990-06-27;191694;116764;15878;645
1990-06-28;174478;121943;19547;-15
1990-06-29;211456;108133;14556;-128
1990-06-30;187330;95362;14076;-126
1990-07-01;155218;94023;24331;1121
1990-07-02;163235;111074;19680;908
1990-07-03;166784;121561;21165;202
1990-07-04;173742;110088;18524;71
1990-07-05;156709;106895;27126;2194
1990-07-06;178159;142468;22264;1709
1990-07-07;177352;148621;26570;940
1990-07-08;175315;150850;30103;1282
1990-07-09;176475;170906;29690;1899
1990-07-10;191473;183169;26219;1284
1990-07-11;175154;178787;24840;1054
1990-07-12;194342;164944;22174;712
1990-07-13;170540;144905;20075;662
1990-07-14;142584;123219;17653;410
1990-07-15;121761;113775;16598;275
1990-07-16;104250;100249;17507;211
1990-07-17;92083;89485;15371;1128
1990-07-18;89936;85990;13548;283
1990-07-19;86909;82628;12593;215
1990-07-20;86803;84912;11465;172
1990-07-21;127877;127740;13069;209
1990-07-22;160072;148600;10750;103
1990-07-23;146865;169049;11725;1204
1990-07-24;121579;150807;10934;272
1990-07-25;100321;132483;8950;250
1990-07-26;84825;113632;8457;240
1990-07-27;74419;98284;7736;192
1990-07-28;65916;87024;7696;124
1990-07-29;60088;100320;9974;153
1990-07-30;62853;88258;9120;85
1990-07-31;57314;99487;12402;25
1990-08-01;56942;86619;8633;54
1990-08-02;53404;77096;8081;36
1990-08-03;59732;79302;7835;18
1990-08-04;59478;97327;7654;26
1990-08-05;76896;97665;8261;308
1990-08-06;68357;92535;11025;478
1990-08-07;59595;86157;7723;176
1990-08-08;54891;86618;9738;1001
1990-08-09;49571;75344;7410;359
1990-08-10;43848;66964;6335;105
1990-08-11;38685;59838;6470;80
1990-08-12;37172;55465;7205;42
1990-08-13;38971;57793;9088;152
1990-08-14;41817;68393;6659;84
1990-08-15;53757;74326;8931;794
1990-08-16;51480;94652;19444;899
1990-08-17;63237;129732;10992;887
1990-08-18;92968;120966;15226;902
1990-08-19;85172;119115;10796;409
1990-08-20;76245;100624;10578;1327
1990-08-21;66153;86923;8632;433
1990-08-22;79228;85760;8357;330
1990-08-23;70756;78895;7492;178
1990-08-24;64284;72963;10383;869
1990-08-25;52895;73329;11032;1286
1990-08-26;44679;66385;8447;379
1990-08-27;42009;65592;8471;286
1990-08-28;39547;60506;7988;198
1990-08-29;35600;57021;7624;129
1990-08-30;33192;51389;7253;81
1990-08-31;31260;55050;14061;73
1990-09-01;30403;113190;49826;521
1990-09-02;28466;104658;37967;118
1990-09-03;27643;91687;36481;106
1990-09-04;25487;76660;33569;98
1990-09-05;24595;65957;29869;138
1990-09-06;27036;68261;28285;156
1990-09-07;24238;75296;30368;310
1990-09-08;25683;89832;30337;286
1990-09-09;23080;92843;34953;378
1990-09-10;21737;82271;27883;290
1990-09-11;23418;81717;26289;286
1990-09-12;28952;84104;23243;103
1990-09-13;24096;80808;20789;95
1990-09-14;30736;106028;19490;113
1990-09-15;25372;93666;17394;73
1990-09-16;24833;81026;15722;63
1990-09-17;22959;78103;15145;148
1990-09-18;28760;85700;19562;286
1990-09-19;47062;137378;29751;1778
1990-09-20;68897;171286;25130;1405
1990-09-21;77641;192884;29596;2789
1990-09-22;66131;186965;31947;1945
1990-09-23;51122;161631;28334;2201
1990-09-24;39104;136264;26869;4323
1990-09-25;31166;116269;27584;3210
1990-09-26;26714;100595;21215;2653
1990-09-27;24704;99839;19643;2461
1990-09-28;25287;96933;20087;3178
1990-09-29;22128;91479;18552;2963
1990-09-30;22666;83284;22522;7792
1990-10-01;22704;76696;17012;5601
1990-10-02;20444;71853;19545;5102
1990-10-03;25999;80214;17158;4889
1990-10-04;61543;91815;17986;5303
1990-10-05;55978;88959;21780;7196
1990-10-06;52465;85954;24993;7455
1990-10-07;45120;83942;22436;7685
1990-10-08;39215;92966;19844;6691
1990-10-09;49910;111734;19394;7059
1990-10-10;39665;121175;17209;6231
1990-10-11;43701;114997;15944;6340
1990-10-12;36235;100709;14767;5192
1990-10-13;40457;93627;13563;4489
1990-10-14;57307;94806;12728;3878
1990-10-15;57118;91515;11648;3310
1990-10-16;72154;99601;10957;2828
1990-10-17;71405;98307;10398;2459
1990-10-18;62599;101219;13317;2169
1990-10-19;52627;89319;10947;1985
1990-10-20;42821;79562;10246;1763
1990-10-21;43354;74952;9727;1604
1990-10-22;48298;71852;9109;1473
1990-10-23;57974;69324;8792;1367
1990-10-24;57762;64151;8447;1283
1990-10-25;50474;59225;8126;1218
1990-10-26;43103;55180;7772;1170
1990-10-27;37487;52008;9236;1218
1990-10-28;34737;51287;8734;1236
1990-10-29;30553;58218;18516;1990
1990-10-30;31130;73098;17901;1239
1990-10-31;30208;87302;19095;1372
1990-11-01;29755;81320;21282;1454
1990-11-02;25437;79741;18159;2779
1990-11-03;24982;65100;17988;2327
1990-11-04;23951;59857;15991;1969
1990-11-05;23417;58991;14896;1926
1990-11-06;23670;63614;14515;1857
1990-11-07;23555;76814;14407;1744
1990-11-08;24858;90773;14142;1624
1990-11-09;31295;94826;13520;1525
1990-11-10;30543;92759;12928;1486
1990-11-11;21584;83578;12374;1394
1990-11-12;22237;75461;11458;1351
1990-11-13;20752;70768;16484;1717
1990-11-14;17988;71790;20566;2022
1990-11-15;21404;68089;18378;1817
1990-11-16;21142;62975;21274;3515
1990-11-17;18451;58821;17959;2530
1990-11-18;18123;61564;17054;2624
1990-11-19;17340;60212;15981;2540
1990-11-20;14396;50685;15318;2435
1990-11-21;15189;47479;14518;2252
1990-11-22;15979;47494;15125;2085
1990-11-23;12768;43834;13407;2200
1990-11-24;12646;43919;19603;1991
1990-11-25;16300;46082;12800;1833
1990-11-26;16858;42789;11924;2644
1990-11-27;14891;44921;11263;2002
1990-11-28;19141;42915;12904;2258
1990-11-29;14087;39002;10505;1925
1990-11-30;15823;42730;10297;1916
1990-12-01;14320;60930;10216;1806
1990-12-02;25311;190914;9988;1737
1990-12-03;17440;210903;9986;1837
1990-12-04;16782;170707;9853;1644
1990-12-05;16196;137118;9676;1605
1990-12-06;20709;120470;9765;1769
1990-12-07;14600;96386;14138;1840
1990-12-08;12626;82235;12208;1584
1990-12-09;11334;72496;9685;1587
1990-12-10;10353;65731;9462;1535
1990-12-11;11213;61259;9628;1634
1990-12-12;15703;60960;9741;1827
1990-12-13;14939;56710;8571;1512
1990-12-14;10352;51297;8324;1493
1990-12-15;12072;51977;8303;1465
1990-12-16;11206;54175;8084;1458
1990-12-17;12146;56318;8121;1439
1990-12-18;13584;55567;7948;1401
1990-12-19;18699;60243;9035;1593
1990-12-20;27029;55645;7698;1804
1990-12-21;15971;48328;7075;1381
1990-12-22;22557;53792;13245;1574
1990-12-23;24000;48739;7771;1397
1990-12-24;12956;44347;8639;1339
1990-12-25;14382;44477;9273;1361
1990-12-26;14560;46803;11744;1887
1990-12-27;20687;53011;11958;2308
1990-12-28;11807;43219;12131;2441
1990-12-29;19648;60135;18429;2823
1990-12-30;13529;52044;12631;3062
1990-12-31;19575;39651;12643;2856
1991-01-01;13729;38266;12469;2762
1991-01-02;28948;52833;18446;4009
1991-01-03;24528;47844;12666;3607
1991-01-04;15273;40843;16857;3942
1991-01-05;27580;49372;16041;4490
1991-01-06;26011;43879;14936;5868
1991-01-07;12384;34216;16671;5600
1991-01-08;10294;34484;19676;6635
1991-01-09;10622;34066;21261;8138
1991-01-10;10334;36004;23494;9382
1991-01-11;9415;31134;18399;8995
1991-01-12;10508;29603;15824;8408
1991-01-13;11178;31105;14849;7622
1991-01-14;10178;28030;13523;6584
1991-01-15;16323;27794;12675;5560
1991-01-16;8582;26156;11958;4727
1991-01-17;8268;25523;11353;4086
1991-01-18;11604;26760;10915;3599
1991-01-19;8986;25583;10584;3224
1991-01-20;10892;27879;12171;3507
1991-01-21;11245;29426;10526;3002
1991-01-22;16229;52873;10153;2826
1991-01-23;20467;42360;10027;2634
1991-01-24;22632;51430;9646;2475
1991-01-25;21671;79846;9438;2325
1991-01-26;18708;92258;9636;2190
1991-01-27;17903;77659;9140;2080
1991-01-28;11147;67420;8687;1989
1991-01-29;10425;60467;8447;1917
1991-01-30;13455;54707;8227;1861
1991-01-31;13951;57700;8137;1813
1991-02-01;9625;48817;7987;1768
1991-02-02;8660;43090;8277;1749
1991-02-03;8279;39981;7499;1678
1991-02-04;7961;37797;7081;1629
1991-02-05;8445;35920;6851;1606
1991-02-06;8185;34276;6892;1530
1991-02-07;8132;32846;6754;1475
1991-02-08;7670;32936;7989;1487
1991-02-09;6734;31237;8378;1589
1991-02-10;6534;29976;7571;1430
1991-02-11;6342;28718;6403;1606
1991-02-12;6502;28410;7016;1414
1991-02-13;6630;27045;6097;1238
1991-02-14;5863;25842;5822;1172
1991-02-15;6141;25176;5792;1113
1991-02-16;9672;26788;5840;1072
1991-02-17;8484;27259;5640;1032
1991-02-18;10073;27137;5287;994
1991-02-19;12353;30794;5935;1006
1991-02-20;13871;28911;5746;986
1991-02-21;9863;24127;5695;943
1991-02-22;7814;23506;6719;1110
1991-02-23;8527;25215;11581;1915
1991-02-24;11156;24695;9181;1945
1991-02-25;7010;26282;8309;1792
1991-02-26;5397;21952;8297;1718
1991-02-27;5278;21487;8103;1638
1991-02-28;5097;23757;8640;1565
1991-03-01;6092;23041;7711;1494
1991-03-02;6062;21631;7107;1367
1991-03-03;6353;20066;8935;1936
1991-03-04;7321;19595;6274;1498
1991-03-05;6454;18816;6136;1407
1991-03-06;9521;21535;6289;1366
1991-03-07;5864;18246;6444;1330
1991-03-08;12089;21604;6036;1300
1991-03-09;15555;19977;6108;1277
1991-03-10;21474;24271;5952;1268
1991-03-11;15290;20968;7689;1343
1991-03-12;6533;24321;5960;1266
1991-03-13;5835;24974;9785;1229
1991-03-14;5870;22067;7704;1566
1991-03-15;5802;20122;7060;1448
1991-03-16;5773;18983;7583;1281
1991-03-17;4557;23698;6816;1263
1991-03-18;11291;28848;8013;1215
1991-03-19;24139;29504;12085;2009
1991-03-20;13454;26752;9490;1457
1991-03-21;8075;34541;17167;1798
1991-03-22;7625;41771;14210;1464
1991-03-23;5407;32012;14513;1412
1991-03-24;6925;30099;13221;1321
1991-03-25;7524;31576;12737;1242
1991-03-26;6389;35341;13603;1179
1991-03-27;5404;43554;15037;1127
1991-03-28;11102;52486;16312;1091
1991-03-29;10569;61639;17513;1051
1991-03-30;11183;78274;18748;1133
1991-03-31;9327;61683;18288;1103
1991-04-01;10094;62761;20408;1401
1991-04-02;9977;55894;22863;1367
1991-04-03;6463;61166;27082;1208
1991-04-04;4900;68995;31771;2149
1991-04-05;7641;84641;41013;1346
1991-04-06;8492;93253;41473;1241
1991-04-07;7643;105414;48232;1335
1991-04-08;8788;118247;48911;1346
1991-04-09;9364;122800;47697;1095
1991-04-10;12216;130751;46291;1010
1991-04-11;16407;157572;51148;933
1991-04-12;26262;203049;56275;865
1991-04-13;37447;239649;60409;848
1991-04-14;40643;233986;57080;759
1991-04-15;38286;219441;52506;719
1991-04-16;34796;182008;48586;691
1991-04-17;28767;156702;42463;656
1991-04-18;25644;136993;37585;632
1991-04-19;22355;121202;33507;607
1991-04-20;19228;106722;30127;582
1991-04-21;17108;95677;27332;610
1991-04-22;16383;87232;25225;546
1991-04-23;14054;80064;23178;509
1991-04-24;12926;75030;21859;479
1991-04-25;12064;72026;20807;618
1991-04-26;11566;70546;20668;507
1991-04-27;12201;69996;19313;422
1991-04-28;14169;71511;18576;393
1991-04-29;17287;75841;18230;498
1991-04-30;20615;82933;17731;756
1991-05-01;23038;89290;21160;950
1991-05-02;24883;95184;17771;1625
1991-05-03;27191;97286;18126;1313
1991-05-04;31593;96920;18307;2547
1991-05-05;28062;91566;17375;1549
1991-05-06;27209;84289;16815;1352
1991-05-07;26959;81805;16423;1205
1991-05-08;23112;76446;16185;1040
1991-05-09;21807;76015;16327;862
1991-05-10;22350;80677;16466;720
1991-05-11;28096;96915;17321;613
1991-05-12;36797;110647;17463;535
1991-05-13;44584;130056;19201;560
1991-05-14;51903;154556;29495;479
1991-05-15;60385;172339;26567;701
1991-05-16;62874;172775;24390;517
1991-05-17;59895;161572;22471;436
1991-05-18;58509;152619;20512;389
1991-05-19;76316;186968;20555;385
1991-05-20;106385;213764;20117;349
1991-05-21;112792;214424;19242;322
1991-05-22;113209;201979;18895;504
1991-05-23;100477;180007;17108;298
1991-05-24;86050;161763;15898;264
1991-05-25;79968;155387;14720;333
1991-05-26;77551;149941;14186;224
1991-05-27;79227;147124;12550;201
1991-05-28;86018;151761;11809;176
1991-05-29;86375;151182;11150;152
1991-05-30;87772;155391;10878;127
1991-05-31;91362;155051;10617;711
1991-06-01;95190;148479;10966;857
1991-06-02;91400;143751;9976;352
1991-06-03;87422;143471;10402;1706
1991-06-04;92314;147172;14288;1327
1991-06-05;97395;157373;9533;699
1991-06-06;111224;175541;8676;581
1991-06-07;126782;184815;8543;1076
1991-06-08;144450;201922;19555;570
1991-06-09;169568;208850;11663;1020
1991-06-10;183204;223933;24758;886
1991-06-11;193288;240149;18678;918
1991-06-12;190758;250065;26360;1581
1991-06-13;186478;272130;27615;1289
1991-06-14;200755;273581;26851;2070
1991-06-15;249625;286160;26691;1730
1991-06-16;257605;300925;23883;2372
1991-06-17;251391;293309;23600;1681
1991-06-18;241073;346607;59192;3535
1991-06-19;255743;384732;59408;2889
1991-06-20;244294;369688;61609;2465
1991-06-21;224557;345227;58894;2324
1991-06-22;209077;307377;57492;2285
1991-06-23;196803;279844;48052;2225
1991-06-24;187121;284984;45299;2000
1991-06-25;237213;299480;40841;2554
1991-06-26;237959;284477;50502;2411
1991-06-27;234481;258061;37434;1869
1991-06-28;201056;228278;41692;3517
1991-06-29;211057;267053;42847;3142
1991-06-30;212116;260744;39459;2718
1991-07-01;189932;237907;37744;2538
1991-07-02;159987;206643;32401;2254
1991-07-03;135636;178213;29047;1913
1991-07-04;118871;155615;25997;1569
1991-07-05;106905;138249;23420;1284
1991-07-06;103260;124614;21178;1049
1991-07-07;97436;112921;18996;857
1991-07-08;89844;103613;18004;699
1991-07-09;85477;104658;24902;973
1991-07-10;85913;129468;18123;555
1991-07-11;89344;113089;15122;476
1991-07-12;85884;110812;15388;503
1991-07-13;90995;109538;15973;417
1991-07-14;99212;141948;19338;590
1991-07-15;130216;175801;14439;647
1991-07-16;133725;171310;16022;1158
1991-07-17;131127;152059;17675;770
1991-07-18;114988;128667;17497;576
1991-07-19;97819;141364;19058;451
1991-07-20;80664;134323;21139;761
1991-07-21;76843;124784;20138;1229
1991-07-22;67922;108679;16011;995
1991-07-23;63707;93966;14953;499
1991-07-24;59683;83978;13829;389
1991-07-25;52188;88075;17068;321
1991-07-26;49498;80963;14837;351
1991-07-27;49448;72946;12679;225
1991-07-28;48608;68927;11746;188
1991-07-29;44107;63874;10945;158
1991-07-30;40276;57104;10082;132
1991-07-31;36535;52422;9558;105
1991-08-01;34956;49691;9484;228
1991-08-02;33114;47099;11772;126
1991-08-03;31037;52028;8956;105
1991-08-04;31437;45233;8788;185
1991-08-05;29495;56162;8611;104
1991-08-06;56525;61091;13062;321
1991-08-07;44060;51009;12076;160
1991-08-08;40766;47050;12074;28
1991-08-09;41917;48611;9321;426
1991-08-10;56409;56855;9201;26
1991-08-11;55837;54802;8282;540
1991-08-12;48234;49842;8183;615
1991-08-13;44201;45686;6982;85
1991-08-14;44213;48347;8089;9
1991-08-15;45952;46271;8799;4
1991-08-16;51534;58097;14111;1424
1991-08-17;64131;56973;10532;1595
1991-08-18;65580;59297;12644;1116
1991-08-19;55855;57749;9874;919
1991-08-20;52036;52010;9766;381
1991-08-21;43037;46447;8083;247
1991-08-22;37572;42354;7340;153
1991-08-23;32954;39800;8919;218
1991-08-24;36617;46090;12033;1200
1991-08-25;30282;38436;9191;467
1991-08-26;28618;35660;7446;232
1991-08-27;26570;41409;9251;206
1991-08-28;24202;34392;6371;93
1991-08-29;23853;33590;6091;49
1991-08-30;23737;31142;5728;28
1991-08-31;22967;30530;5675;6
1991-09-01;24341;30468;5166;62
1991-09-02;32042;33770;4800;49
1991-09-03;67982;52499;4453;36
1991-09-04;67429;55727;4751;108
1991-09-05;57301;53329;4184;33
1991-09-06;44186;48291;4478;7
1991-09-07;36128;42765;3896;0
1991-09-08;32266;40972;3916;-10
1991-09-09;28853;44407;3596;-17
1991-09-10;25637;82424;4104;456
1991-09-11;22740;68137;4362;40
1991-09-12;22282;68045;3638;-10
1991-09-13;20207;65336;4511;-19
1991-09-14;32974;92733;6301;-31
1991-09-15;50230;117976;4831;88
1991-09-16;49429;108091;4279;-3
1991-09-17;41514;90486;6053;1114
1991-09-18;41925;99917;10635;475
1991-09-19;36398;87080;5233;207
1991-09-20;32738;80400;5430;155
1991-09-21;31300;71279;5000;53
1991-09-22;48466;136690;13082;448
1991-09-23;66487;136958;11852;901
1991-09-24;58288;154948;14997;759
1991-09-25;54591;144178;9660;1761
1991-09-26;47073;129008;11126;5696
1991-09-27;39582;126170;9385;2842
1991-09-28;34326;113333;8698;2327
1991-09-29;30066;98289;20138;2773
1991-09-30;26465;98790;24124;2352
1991-10-01;26524;106363;29600;3304
1991-10-02;27778;94789;24504;2879
1991-10-03;24323;91959;26113;2761
1991-10-04;23233;95844;22294;2197
1991-10-05;34322;107310;22932;1849
1991-10-06;32525;105350;22180;1558
1991-10-07;24965;96665;20128;1303
1991-10-08;24369;88652;18597;1096
1991-10-09;26724;81814;16701;936
1991-10-10;23888;75174;14864;816
1991-10-11;23626;69934;13642;727
1991-10-12;25758;65145;12600;660
1991-10-13;36596;61077;11410;613
1991-10-14;40587;56888;10888;843
1991-10-15;37215;55776;10014;1434
1991-10-16;49005;71090;18447;2143
1991-10-17;79034;98926;19198;2677
1991-10-18;94214;117342;20798;2388
1991-10-19;72240;111930;19253;2247
1991-10-20;60642;101963;17051;1969
1991-10-21;54383;96224;15707;1772
1991-10-22;44451;83011;14579;1574
1991-10-23;41889;91338;13913;1379
1991-10-24;40126;80273;12837;1214
1991-10-25;32674;81501;12047;1089
1991-10-26;34432;78787;11491;1003
1991-10-27;36107;73795;10715;927
1991-10-28;34182;68986;10072;888
1991-10-29;30785;63731;10001;843
1991-10-30;27559;59358;9382;822
1991-10-31;25143;56078;8987;807
1991-11-01;25332;56622;17237;1132
1991-11-02;42180;63675;18553;1767
1991-11-03;30521;71522;27912;1552
1991-11-04;42524;83455;28050;1864
1991-11-05;29246;79147;27732;2129
1991-11-06;24019;74432;26475;2415
1991-11-07;35595;77659;27265;3811
